plot_num,plot_type,replicate,sp_code,num_seeds_produced
753,L,5,MEPO,133
754,L,1,MEPO,377
754,L,2,MEPO,699
754,L,3,MEPO,479
754,L,4,MEPO,586
754,L,5,MEPO,NA
755,L,1,MEPO,NA
755,L,2,MEPO,NA
755,L,3,MEPO,NA
755,L,4,MEPO,NA
755,L,5,MEPO,NA
740,L,1,MICA,NA
740,L,2,MICA,NA
740,L,3,MICA,NA
740,L,4,MICA,NA
740,L,5,MICA,NA
741,L,1,MICA,52
741,L,2,MICA,46
741,L,3,MICA,76
741,L,4,MICA,NA
741,L,5,MICA,NA
742,L,1,MICA,180
742,L,2,MICA,20
742,L,3,MICA,NA
742,L,4,MICA,NA
742,L,5,MICA,NA
743,L,1,MICA,48
743,L,2,MICA,40
743,L,3,MICA,68
743,L,4,MICA,18
743,L,5,MICA,32
743,L,6,MICA,60
744,L,1,MICA,NA
744,L,2,MICA,NA
744,L,3,MICA,NA
744,L,4,MICA,NA
744,L,5,MICA,NA
745,L,1,MICA,NA
745,L,2,MICA,NA
745,L,3,MICA,NA
745,L,4,MICA,NA
745,L,5,MICA,NA
746,L,1,MICA,NA
746,L,2,MICA,NA
746,L,3,MICA,NA
746,L,4,MICA,NA
746,L,5,MICA,NA
747,L,1,MICA,NA
747,L,2,MICA,NA
747,L,3,MICA,NA
747,L,4,MICA,NA
747,L,5,MICA,NA
748,L,1,MICA,NA
748,L,2,MICA,NA
748,L,3,MICA,NA
748,L,4,MICA,NA
748,L,5,MICA,NA
749,L,1,MICA,496
749,L,2,MICA,250
749,L,3,MICA,68
749,L,4,MICA,NA
749,L,5,MICA,NA
750,L,1,MICA,NA
750,L,2,MICA,NA
750,L,3,MICA,NA
750,L,4,MICA,NA
750,L,5,MICA,NA
751,L,1,MICA,NA
751,L,2,MICA,NA
751,L,3,MICA,NA
751,L,4,MICA,NA
751,L,5,MICA,NA
752,L,1,MICA,NA
752,L,2,MICA,NA
752,L,3,MICA,NA
752,L,4,MICA,NA
752,L,5,MICA,NA
753,L,1,MICA,112
753,L,2,MICA,NA
753,L,3,MICA,NA
753,L,4,MICA,NA
753,L,5,MICA,NA
754,L,1,MICA,168
754,L,2,MICA,NA
754,L,3,MICA,NA
754,L,4,MICA,NA
754,L,5,MICA,NA
755,L,1,MICA,NA
755,L,2,MICA,NA
755,L,3,MICA,NA
755,L,4,MICA,NA
755,L,5,MICA,NA
740,L,1,PLER,240
740,L,2,PLER,256
740,L,3,PLER,230
740,L,4,PLER,310
740,L,5,PLER,282
741,L,1,PLER,865
741,L,2,PLER,940
741,L,3,PLER,1050
741,L,4,PLER,620
741,L,5,PLER,840
742,L,1,PLER,168
742,L,2,PLER,410
742,L,3,PLER,230
742,L,4,PLER,216
742,L,5,PLER,240
743,L,1,PLER,310
743,L,2,PLER,608
743,L,3,PLER,594
743,L,4,PLER,510
743,L,5,PLER,344
744,L,1,PLER,56
744,L,2,PLER,160
744,L,3,PLER,156
744,L,4,PLER,460
744,L,5,PLER,600
744,L,6,PLER,768
745,L,1,PLER,32
745,L,2,PLER,68
745,L,3,PLER,60
745,L,4,PLER,50
745,L,5,PLER,30
746,L,1,PLER,6
746,L,2,PLER,204
746,L,3,PLER,264
746,L,4,PLER,288
746,L,5,PLER,152
747,L,1,PLER,72
747,L,2,PLER,96
747,L,3,PLER,160
747,L,4,PLER,64
747,L,5,PLER,120
748,L,1,PLER,160
748,L,2,PLER,364
748,L,3,PLER,248
748,L,4,PLER,96
748,L,5,PLER,190
749,L,1,PLER,730
749,L,2,PLER,680
749,L,3,PLER,692
749,L,4,PLER,944
749,L,5,PLER,1028
750,L,1,PLER,64
750,L,2,PLER,84
750,L,3,PLER,102
750,L,4,PLER,94
750,L,5,PLER,126
751,L,1,PLER,72
751,L,2,PLER,60
751,L,3,PLER,40
751,L,4,PLER,98
751,L,5,PLER,192
752,L,1,PLER,22
752,L,2,PLER,40
752,L,3,PLER,42
752,L,4,PLER,36
752,L,5,PLER,10
753,L,1,PLER,420
753,L,2,PLER,748
753,L,3,PLER,272
753,L,4,PLER,252
753,L,5,PLER,352
753,L,6,PLER,270
754,L,1,PLER,544
754,L,2,PLER,324
754,L,3,PLER,680
754,L,4,PLER,780
754,L,5,PLER,144
754,L,6,PLER,352
755,L,1,PLER,20
755,L,2,PLER,18
755,L,3,PLER,12
755,L,4,PLER,24
755,L,5,PLER,NA
740,L,1,SACO,NA
740,L,2,SACO,608
740,L,3,SACO,NA
740,L,4,SACO,NA
740,L,5,SACO,NA
741,L,1,SACO,NA
741,L,2,SACO,NA
741,L,3,SACO,NA
741,L,4,SACO,5296
741,L,5,SACO,NA
742,L,1,SACO,NA
742,L,2,SACO,NA
742,L,3,SACO,NA
742,L,4,SACO,180
742,L,5,SACO,NA
742,L,6,SACO,NA
743,L,1,SACO,128
743,L,2,SACO,200
743,L,3,SACO,244
743,L,4,SACO,84
743,L,5,SACO,180
744,L,1,SACO,NA
744,L,2,SACO,NA
744,L,3,SACO,NA
744,L,4,SACO,2664
744,L,5,SACO,760
745,L,1,SACO,48
745,L,2,SACO,80
745,L,3,SACO,200
745,L,4,SACO,76
745,L,5,SACO,184
746,L,1,SACO,244
746,L,2,SACO,NA
746,L,3,SACO,5296
746,L,4,SACO,NA
746,L,5,SACO,NA
746,L,6,SACO,NA
747,L,1,SACO,NA
747,L,2,SACO,NA
747,L,3,SACO,NA
747,L,4,SACO,124
747,L,5,SACO,NA
748,L,1,SACO,NA
748,L,2,SACO,204
748,L,3,SACO,680
748,L,4,SACO,NA
748,L,5,SACO,NA
749,L,1,SACO,NA
749,L,2,SACO,NA
749,L,3,SACO,NA
749,L,4,SACO,NA
749,L,5,SACO,NA
750,L,1,SACO,556
750,L,2,SACO,360
750,L,3,SACO,NA
750,L,4,SACO,NA
750,L,5,SACO,NA
751,L,1,SACO,404
751,L,2,SACO,172
751,L,3,SACO,128
751,L,4,SACO,NA
751,L,5,SACO,496
752,L,1,SACO,420
752,L,2,SACO,108
752,L,3,SACO,208
752,L,4,SACO,252
752,L,5,SACO,NA
753,L,1,SACO,NA
753,L,2,SACO,NA
753,L,3,SACO,NA
753,L,4,SACO,NA
753,L,5,SACO,252
753,L,6,SACO,NA
754,L,1,SACO,520
754,L,2,SACO,NA
754,L,3,SACO,944
754,L,4,SACO,160
754,L,5,SACO,NA
755,L,1,SACO,48
755,L,2,SACO,192
755,L,3,SACO,324
755,L,4,SACO,NA
755,L,5,SACO,92
755,L,6,SACO,152
755,L,7,SACO,324
740,L,1,VUMI,104
740,L,2,VUMI,40
740,L,3,VUMI,84
740,L,4,VUMI,128
740,L,5,VUMI,68
741,L,1,VUMI,110
741,L,2,VUMI,122
741,L,3,VUMI,82
741,L,4,VUMI,66
741,L,5,VUMI,108
742,L,1,VUMI,40
742,L,2,VUMI,56
742,L,3,VUMI,108
742,L,4,VUMI,146
742,L,5,VUMI,120
743,L,1,VUMI,36
743,L,2,VUMI,24
743,L,3,VUMI,108
743,L,4,VUMI,90
743,L,5,VUMI,104
743,L,6,VUMI,68
743,L,7,VUMI,48
743,L,8,VUMI,72
743,L,9,VUMI,64
743,L,10,VUMI,20
744,L,1,VUMI,804
744,L,2,VUMI,124
744,L,3,VUMI,64
744,L,4,VUMI,262
744,L,5,VUMI,NA
745,L,1,VUMI,48
745,L,2,VUMI,70
745,L,3,VUMI,64
745,L,4,VUMI,40
745,L,5,VUMI,54
746,L,1,VUMI,162
746,L,2,VUMI,696
746,L,3,VUMI,754
746,L,4,VUMI,124
746,L,5,VUMI,NA
747,L,1,VUMI,134
747,L,2,VUMI,34
747,L,3,VUMI,42
747,L,4,VUMI,24
747,L,5,VUMI,18
748,L,1,VUMI,28
748,L,2,VUMI,26
748,L,3,VUMI,26
748,L,4,VUMI,28
748,L,5,VUMI,NA
749,L,1,VUMI,86
749,L,2,VUMI,108
749,L,3,VUMI,194
749,L,4,VUMI,41
749,L,5,VUMI,208
750,L,1,VUMI,16
750,L,2,VUMI,16
750,L,3,VUMI,14
750,L,4,VUMI,18
750,L,5,VUMI,28
750,L,6,VUMI,44
750,L,7,VUMI,52
750,L,8,VUMI,32
751,L,1,VUMI,108
751,L,2,VUMI,56
751,L,3,VUMI,34
751,L,4,VUMI,122
751,L,5,VUMI,NA
752,L,1,VUMI,66
752,L,2,VUMI,34
752,L,3,VUMI,72
752,L,4,VUMI,62
752,L,5,VUMI,50
753,L,1,VUMI,106
753,L,2,VUMI,132
753,L,3,VUMI,334
753,L,4,VUMI,46
753,L,5,VUMI,68
754,L,1,VUMI,308
754,L,2,VUMI,130
754,L,3,VUMI,262
754,L,4,VUMI,240
754,L,5,VUMI,86
755,L,1,VUMI,8
755,L,2,VUMI,10
755,L,3,VUMI,22
755,L,4,VUMI,NA
755,L,5,VUMI,NA
